,Equity Name,Trade,Entry Time,Entry Price,Exit Time,Exit Price,Quantity,Position Size,PNL,% PNL,Exit Type,Holding Period
166,INFY,Long Closed,2006-07-13,218.5,2007-03-09,266.29,228.0,49818.0,10896.12,21.872,Exit Trigger,239 days
167,INFY,Long Closed,2007-07-27,250.12,2007-08-08,236.25,199.0,49774.875,-2760.13,-5.545,Exit Trigger,12 days
168,INFY,Long Closed,2007-10-11,262.5,2007-11-08,214.84,190.0,49875.0,-9055.4,-18.156,Exit Trigger,28 days
169,INFY,Long Closed,2008-01-04,218.43,2008-01-23,181.12,228.0,49800.901,-8506.68,-17.081,Exit Trigger,19 days
170,INFY,Long Closed,2008-04-23,200.0,2008-07-07,222.5,250.0,50000.0,5625.0,11.25,Exit Trigger,75 days
171,INFY,Long Closed,2008-09-01,218.75,2008-09-30,171.25,228.0,49875.0,-10830.0,-21.714,Exit Trigger,29 days
172,INFY,Long Closed,2009-01-22,154.38,2009-03-13,156.18,323.0,49863.125,581.4,1.166,Exit Trigger,50 days
173,INFY,Long Closed,2009-03-26,168.12,2009-11-05,278.27,297.0,49933.125,32714.55,65.517,Exit Trigger,224 days
174,INFY,Long Closed,2009-11-19,295.98,2010-02-16,312.5,168.0,49724.852,2775.36,5.581,Exit Trigger,89 days
175,INFY,Long Closed,2010-03-10,334.36,2010-05-17,329.38,149.0,49820.011,-742.02,-1.489,Exit Trigger,68 days
176,INFY,Long Closed,2010-06-23,343.39,2010-09-01,339.23,145.0,49791.189,-603.2,-1.211,Exit Trigger,70 days
177,INFY,Long Closed,2010-09-16,379.01,2010-11-18,373.62,131.0,49649.82,-706.09,-1.422,Exit Trigger,63 days
178,INFY,Long Closed,2010-12-08,394.88,2011-02-07,384.36,126.0,49754.25,-1325.52,-2.664,Exit Trigger,61 days
179,INFY,Long Closed,2011-04-07,407.74,2011-05-04,362.62,122.0,49743.974,-5504.64,-11.066,Exit Trigger,27 days
180,INFY,Long Closed,2011-07-08,375.0,2011-08-01,347.51,133.0,49875.0,-3656.17,-7.331,Exit Trigger,24 days
181,INFY,Long Closed,2011-10-12,324.38,2011-12-15,340.79,154.0,49953.75,2527.14,5.059,Exit Trigger,64 days
182,INFY,Long Closed,2012-01-05,354.9,2012-02-02,342.51,140.0,49685.999,-1734.6,-3.491,Exit Trigger,28 days
183,INFY,Long Closed,2012-02-21,366.25,2012-04-16,300.0,136.0,49810.0,-9010.0,-18.089,Exit Trigger,55 days
184,INFY,Long Closed,2012-06-20,310.0,2012-07-19,275.0,161.0,49910.0,-5635.0,-11.29,Exit Trigger,29 days
185,INFY,Long Closed,2012-09-03,295.75,2012-10-30,290.75,169.0,49981.75,-845.0,-1.691,Exit Trigger,57 days
186,INFY,Long Closed,2013-01-16,347.62,2013-04-15,286.25,143.0,49710.375,-8775.91,-17.654,Exit Trigger,89 days
187,INFY,Long Closed,2013-06-19,305.75,2014-03-24,409.02,163.0,49837.25,16833.01,33.776,Exit Trigger,278 days
188,INFY,Long Closed,2014-06-30,402.5,2014-12-26,486.27,124.0,49910.0,10387.48,20.812,Exit Trigger,179 days
189,INFY,Long Closed,2015-01-27,555.25,2015-04-06,544.75,90.0,49972.5,-945.0,-1.891,Exit Trigger,69 days
190,INFY,Long Closed,2015-07-02,499.5,2015-07-08,489.5,100.0,49950.0,-1000.0,-2.002,Exit Trigger,6 days
191,INFY,Long Closed,2015-07-28,534.25,2015-09-29,551.0,93.0,49685.25,1557.75,3.135,Exit Trigger,63 days
192,INFY,Long Closed,2015-10-05,586.5,2015-11-24,525.0,85.0,49852.5,-5227.5,-10.486,Exit Trigger,50 days
193,INFY,Long Closed,2016-01-12,531.0,2016-06-29,584.5,94.0,49914.0,5029.0,10.075,Exit Trigger,169 days
194,INFY,Long Closed,2016-12-23,492.45,2017-01-30,468.75,101.0,49737.451,-2393.7,-4.813,Exit Trigger,38 days
195,INFY,Long Closed,2017-03-02,512.2,2017-04-20,460.75,97.0,49683.401,-4990.65,-10.045,Exit Trigger,49 days
196,INFY,Long Closed,2017-06-06,482.5,2017-07-03,470.55,103.0,49697.5,-1230.85,-2.477,Exit Trigger,27 days
197,INFY,Long Closed,2017-07-25,495.0,2017-08-30,468.6,101.0,49995.0,-2666.4,-5.333,Exit Trigger,36 days
198,INFY,Long Closed,2017-10-25,459.5,2018-04-18,561.42,108.0,49626.0,11007.36,22.181,Exit Trigger,175 days
199,INFY,Long Closed,2018-05-08,588.95,2018-10-23,675.95,84.0,49471.801,7308.0,14.772,Exit Trigger,168 days
200,INFY,Long Closed,2018-12-21,659.5,2019-03-19,712.8,75.0,49462.5,3997.5,8.082,Exit Trigger,88 days
201,INFY,Long Closed,2019-04-15,724.7,2019-05-13,716.55,68.0,49279.601,-554.2,-1.125,Exit Trigger,28 days
202,INFY,Long Closed,2019-06-20,737.8,2019-10-16,765.25,67.0,49432.599,1839.15,3.721,Exit Trigger,118 days
203,INFY,Long Closed,2019-12-23,732.15,2020-03-13,592.0,68.0,49786.202,-9530.2,-19.142,Exit Trigger,81 days
204,INFY,Long Closed,2020-05-13,694.8,2021-02-26,1269.0,71.0,49330.799,40768.2,82.642,Exit Trigger,289 days
205,INFY,Long Closed,2021-03-16,1386.05,2021-05-14,1326.85,36.0,49897.802,-2131.2,-4.271,Exit Trigger,59 days
206,INFY,Long Closed,2021-06-10,1424.0,2022-02-09,1735.0,35.0,49840.0,10885.0,21.84,Exit Trigger,244 days
207,INFY,Long Closed,2022-03-23,1897.0,2022-04-26,1577.2,26.0,49322.0,-8314.8,-16.858,Exit Trigger,34 days
208,INFY,Long Closed,2022-07-21,1517.0,2022-09-15,1475.0,32.0,48544.0,-1344.0,-2.769,Exit Trigger,56 days
209,SBIN,Long Closed,1996-02-05,21.09,1996-04-08,24.63,2371.0,49998.914,8393.34,16.787,Exit Trigger,63 days
210,SBIN,Long Closed,1996-04-10,25.1,1996-06-05,28.31,1992.0,49994.527,6394.32,12.79,Exit Trigger,56 days
211,SBIN,Long Closed,1996-06-18,29.06,1996-08-07,26.89,1720.0,49983.957,-3732.4,-7.467,Exit Trigger,50 days
212,SBIN,Long Closed,1997-01-02,23.49,1997-04-15,26.04,2128.0,49994.525,5426.4,10.854,Exit Trigger,103 days
213,SBIN,Long Closed,1997-05-08,28.84,1997-08-07,31.14,1733.0,49985.667,3985.9,7.974,Exit Trigger,91 days
214,SBIN,Long Closed,1998-01-12,21.94,1998-05-18,23.93,2279.0,49994.102,4535.21,9.071,Exit Trigger,126 days
215,SBIN,Long Closed,1998-08-07,19.06,1998-08-10,18.82,2623.0,49992.072,-629.52,-1.259,Exit Trigger,3 days
216,SBIN,Long Closed,1998-09-28,20.02,1998-10-14,15.0,2497.0,49993.713,-12534.94,-25.073,Exit Trigger,16 days
217,SBIN,Long Closed,1999-01-08,16.61,1999-02-15,14.65,3010.0,49983.959,-5899.6,-11.803,Exit Trigger,38 days
218,SBIN,Long Closed,1999-03-11,19.81,1999-04-23,15.29,2523.0,49990.561,-11403.96,-22.812,Exit Trigger,43 days
219,SBIN,Long Closed,1999-05-21,26.78,1999-08-13,22.83,1867.0,49992.884,-7374.65,-14.751,Exit Trigger,84 days
220,SBIN,Long Closed,1999-10-21,24.34,1999-11-29,21.63,2053.0,49975.843,-5563.63,-11.133,Exit Trigger,39 days
221,SBIN,Long Closed,2000-01-10,26.42,2000-03-06,20.26,1892.0,49983.959,-11654.72,-23.317,Exit Trigger,56 days
222,SBIN,Long Closed,2000-05-03,18.59,2000-05-18,18.12,2690.0,49999.999,-1264.3,-2.529,Exit Trigger,15 days
223,SBIN,Long Closed,2000-06-16,21.18,2000-08-03,19.23,2361.0,49999.663,-4603.95,-9.208,Exit Trigger,48 days
224,SBIN,Long Closed,2000-11-28,16.71,2001-04-02,18.78,2993.0,49998.173,6195.51,12.391,Exit Trigger,125 days
225,SBIN,Long Closed,2001-05-15,22.64,2001-06-19,20.1,2208.0,49999.058,-5608.32,-11.217,Exit Trigger,35 days
226,SBIN,Long Closed,2001-10-29,17.79,2001-12-25,17.17,2811.0,49994.664,-1742.82,-3.486,Exit Trigger,57 days
227,SBIN,Long Closed,2002-01-22,20.31,2002-03-28,21.41,2461.0,49981.153,2707.1,5.416,Exit Trigger,65 days
228,SBIN,Long Closed,2002-04-25,22.46,2002-05-17,20.89,2226.0,49986.6,-3494.82,-6.992,Exit Trigger,22 days
229,SBIN,Long Closed,2002-06-21,22.97,2002-08-01,22.08,2176.0,49993.016,-1936.64,-3.874,Exit Trigger,41 days
230,SBIN,Long Closed,2002-09-10,22.01,2002-10-07,21.7,2271.0,49979.313,-704.01,-1.409,Exit Trigger,27 days
231,SBIN,Long Closed,2002-11-06,22.87,2003-03-18,25.93,2186.0,49985.57,6689.16,13.382,Exit Trigger,132 days
232,SBIN,Long Closed,2003-05-01,26.29,2003-12-02,44.53,1901.0,49979.587,34674.24,69.377,Exit Trigger,215 days
233,SBIN,Long Closed,2003-12-25,48.01,2004-03-09,59.44,1041.0,49979.512,11898.63,23.807,Exit Trigger,75 days
234,SBIN,Long Closed,2004-04-19,60.85,2004-05-21,47.55,821.0,49955.929,-10919.3,-21.858,Exit Trigger,32 days
235,SBIN,Long Closed,2004-08-11,43.4,2004-11-05,45.58,1152.0,49999.056,2511.36,5.023,Exit Trigger,86 days
236,SBIN,Long Closed,2004-11-17,47.74,2005-04-13,61.8,1047.0,49986.034,14720.82,29.45,Exit Trigger,147 days
237,SBIN,Long Closed,2005-06-02,62.73,2005-11-09,78.97,797.0,49999.555,12943.28,25.887,Exit Trigger,160 days
238,SBIN,Long Closed,2005-12-09,83.74,2006-02-06,80.77,597.0,49991.271,-1773.09,-3.547,Exit Trigger,59 days
239,SBIN,Long Closed,2006-03-20,91.05,2006-05-10,92.23,549.0,49986.318,647.82,1.296,Exit Trigger,51 days
240,SBIN,Long Closed,2006-08-09,78.41,2007-01-12,109.64,637.0,49944.995,19893.51,39.831,Exit Trigger,156 days
241,SBIN,Long Closed,2007-04-30,102.94,2007-09-06,149.83,485.0,49924.991,22741.65,45.552,Exit Trigger,129 days
242,SBIN,Long Closed,2007-09-19,163.7,2008-02-07,220.0,305.0,49928.764,17171.5,34.392,Exit Trigger,141 days
243,SBIN,Long Closed,2008-05-20,170.0,2008-05-29,152.22,294.0,49980.0,-5227.32,-10.459,Exit Trigger,9 days
244,SBIN,Long Closed,2008-08-04,149.87,2008-10-17,155.9,333.0,49905.047,2007.99,4.024,Exit Trigger,74 days
245,SBIN,Long Closed,2009-01-02,131.5,2009-02-03,106.62,380.0,49970.0,-9454.4,-18.92,Exit Trigger,32 days
246,SBIN,Long Closed,2009-04-16,130.5,2009-07-21,172.2,383.0,49981.5,15971.1,31.954,Exit Trigger,96 days
247,SBIN,Long Closed,2009-08-11,171.6,2009-12-21,214.9,291.0,49935.602,12600.3,25.233,Exit Trigger,132 days
248,SBIN,Long Closed,2010-03-29,207.5,2010-11-24,295.55,240.0,49800.0,21132.0,42.434,Exit Trigger,240 days
249,SBIN,Long Closed,2011-03-04,270.8,2011-03-23,261.79,184.0,49827.198,-1657.84,-3.327,Exit Trigger,19 days
250,SBIN,Long Closed,2011-03-29,274.18,2011-05-19,236.44,182.0,49900.759,-6868.68,-13.765,Exit Trigger,51 days
251,SBIN,Long Closed,2011-07-18,247.34,2011-08-18,218.4,202.0,49962.679,-5845.88,-11.7,Exit Trigger,31 days
252,SBIN,Long Closed,2012-01-25,205.52,2012-04-11,212.51,243.0,49942.574,1698.57,3.401,Exit Trigger,77 days
253,SBIN,Long Closed,2012-06-18,221.6,2012-08-03,199.1,225.0,49860.001,-5062.5,-10.153,Exit Trigger,46 days
254,SBIN,Long Closed,2012-09-28,226.94,2012-11-23,211.0,220.0,49926.801,-3506.8,-7.024,Exit Trigger,56 days
255,SBIN,Long Closed,2012-12-19,238.5,2013-02-15,220.7,209.0,49846.5,-3720.2,-7.463,Exit Trigger,58 days
256,SBIN,Long Closed,2013-05-03,228.5,2013-06-12,202.9,218.0,49813.0,-5580.8,-11.204,Exit Trigger,40 days
257,SBIN,Long Closed,2013-10-03,164.3,2014-01-07,169.29,304.0,49947.201,1516.96,3.037,Exit Trigger,96 days
258,SBIN,Long Closed,2014-03-20,170.6,2014-07-23,254.2,293.0,49985.802,24494.8,49.004,Exit Trigger,125 days
259,SBIN,Long Closed,2014-09-16,262.9,2014-10-20,257.7,190.0,49950.999,-988.0,-1.978,Exit Trigger,34 days
260,SBIN,Long Closed,2014-10-31,265.2,2015-02-13,288.0,188.0,49857.602,4286.4,8.597,Exit Trigger,105 days
261,SBIN,Long Closed,2015-05-29,278.65,2015-06-11,262.25,179.0,49878.349,-2935.6,-5.886,Exit Trigger,13 days
262,SBIN,Long Closed,2015-07-27,263.2,2015-09-02,242.65,189.0,49744.802,-3883.95,-7.808,Exit Trigger,37 days
263,SBIN,Long Closed,2015-10-29,241.5,2015-11-27,243.0,207.0,49990.5,310.5,0.621,Exit Trigger,29 days
264,SBIN,Long Closed,2015-12-09,235.4,2015-12-10,236.0,212.0,49904.799,127.2,0.255,Exit Trigger,1 days
265,SBIN,Long Closed,2016-03-23,196.9,2016-05-19,181.0,253.0,49815.698,-4022.7,-8.075,Exit Trigger,57 days
266,SBIN,Long Closed,2016-06-13,201.5,2016-11-10,267.0,248.0,49972.0,16244.0,32.506,Exit Trigger,150 days
267,SBIN,Long Closed,2016-11-11,278.75,2016-12-19,263.35,179.0,49896.25,-2756.6,-5.525,Exit Trigger,38 days
268,SBIN,Long Closed,2017-02-03,273.0,2017-06-14,285.9,183.0,49959.0,2360.7,4.725,Exit Trigger,131 days
269,SBIN,Long Closed,2017-07-31,299.4,2017-09-01,277.65,167.0,49999.799,-3632.25,-7.265,Exit Trigger,32 days
270,SBIN,Long Closed,2017-11-02,320.0,2018-01-01,310.6,156.0,49920.0,-1466.4,-2.938,Exit Trigger,60 days
271,SBIN,Long Closed,2018-05-28,267.4,2018-07-17,250.7,186.0,49736.399,-3106.2,-6.245,Exit Trigger,50 days
272,SBIN,Long Closed,2018-08-03,294.6,2018-09-27,264.5,169.0,49787.401,-5086.9,-10.217,Exit Trigger,55 days
273,SBIN,Long Closed,2018-11-20,285.9,2019-02-08,285.6,174.0,49746.599,-52.2,-0.105,Exit Trigger,80 days
274,SBIN,Long Closed,2019-03-27,305.25,2019-08-02,315.55,163.0,49755.75,1678.9,3.374,Exit Trigger,128 days
275,SBIN,Long Closed,2019-11-07,318.25,2020-01-21,313.8,157.0,49965.25,-698.65,-1.398,Exit Trigger,75 days
276,SBIN,Long Closed,2020-06-24,194.8,2020-09-30,185.05,256.0,49868.801,-2496.0,-5.005,Exit Trigger,98 days
277,SBIN,Long Closed,2020-11-06,219.0,2021-04-08,361.0,228.0,49932.0,32376.0,64.84,Exit Trigger,153 days
278,SBIN,Long Closed,2021-05-24,417.0,2021-09-01,427.5,119.0,49623.0,1249.5,2.518,Exit Trigger,100 days
279,SBIN,Long Closed,2021-09-21,440.15,2021-12-09,492.3,113.0,49736.949,5892.95,11.848,Exit Trigger,79 days
280,SBIN,Long Closed,2022-01-20,516.0,2022-03-09,442.0,96.0,49536.0,-7104.0,-14.341,Exit Trigger,48 days
281,SBIN,Long Closed,2022-04-18,512.0,2022-05-17,458.3,97.0,49664.0,-5208.9,-10.488,Exit Trigger,29 days
282,HDFCBANK,Long Closed,1996-02-16,3.68,1996-03-28,3.1,13568.0,49998.079,-7869.44,-15.739,Exit Trigger,41 days
283,HDFCBANK,Long Closed,1996-04-17,3.38,1996-05-31,3.41,14814.0,49997.25,444.42,0.889,Exit Trigger,44 days
284,HDFCBANK,Long Closed,1996-06-20,3.75,1996-08-07,3.7,13333.0,49998.75,-666.65,-1.333,Exit Trigger,48 days
285,HDFCBANK,Long Closed,1996-09-18,3.72,1996-10-11,3.55,13422.0,49996.949,-2281.74,-4.564,Exit Trigger,23 days
286,HDFCBANK,Long Closed,1996-11-06,3.8,1997-09-04,7.0,13175.0,49999.126,42160.0,84.321,Exit Trigger,302 days
287,HDFCBANK,Long Closed,1997-10-15,7.12,1997-12-01,7.01,7022.0,49996.639,-772.42,-1.545,Exit Trigger,47 days
288,HDFCBANK,Long Closed,1998-01-02,8.15,1998-02-06,6.7,6134.0,49992.098,-8894.3,-17.791,Exit Trigger,35 days
289,HDFCBANK,Long Closed,1998-03-23,7.49,1998-05-25,7.14,6671.0,49999.144,-2334.85,-4.67,Exit Trigger,63 days
290,HDFCBANK,Long Closed,1998-08-04,6.2,1998-08-18,6.09,8064.0,49996.798,-887.04,-1.774,Exit Trigger,14 days
291,HDFCBANK,Long Closed,1998-09-23,6.99,1998-10-21,5.14,7147.0,49993.264,-13221.95,-26.447,Exit Trigger,28 days
292,HDFCBANK,Long Closed,1999-01-04,5.51,1999-02-15,5.24,9074.0,49997.742,-2449.98,-4.9,Exit Trigger,42 days
293,HDFCBANK,Long Closed,1999-03-24,6.0,1999-11-15,9.3,8333.0,49998.0,27498.9,55.0,Exit Trigger,236 days
294,HDFCBANK,Long Closed,1999-12-03,14.0,2000-04-17,22.5,3571.0,49994.0,30353.5,60.714,Exit Trigger,136 days
295,HDFCBANK,Long Closed,2000-05-17,26.0,2000-06-16,24.3,1923.0,49998.0,-3269.1,-6.538,Exit Trigger,30 days
296,HDFCBANK,Long Closed,2000-06-27,25.5,2000-08-07,24.81,1960.0,49980.0,-1352.4,-2.706,Exit Trigger,41 days
297,HDFCBANK,Long Closed,2000-10-23,24.5,2000-11-30,22.39,2040.0,49980.0,-4304.4,-8.612,Exit Trigger,38 days
298,HDFCBANK,Long Closed,2001-01-17,24.9,2001-03-20,23.41,2008.0,49999.199,-2991.92,-5.984,Exit Trigger,62 days
299,HDFCBANK,Long Closed,2001-05-11,23.8,2001-06-12,23.1,2100.0,49979.998,-1470.0,-2.941,Exit Trigger,32 days
300,HDFCBANK,Long Closed,2001-08-03,23.49,2001-09-19,20.63,2128.0,49986.72,-6086.08,-12.175,Exit Trigger,47 days
301,HDFCBANK,Long Closed,2001-11-02,22.0,2002-01-11,22.59,2272.0,49984.0,1340.48,2.682,Exit Trigger,70 days
302,HDFCBANK,Long Closed,2002-01-16,24.8,2002-04-11,22.62,2016.0,49996.798,-4394.88,-8.79,Exit Trigger,85 days
303,HDFCBANK,Long Closed,2002-06-21,21.85,2002-06-26,21.5,2287.0,49982.384,-800.45,-1.601,Exit Trigger,5 days
304,HDFCBANK,Long Closed,2002-09-16,21.28,2002-10-18,20.27,2349.0,49986.722,-2372.49,-4.746,Exit Trigger,32 days
305,HDFCBANK,Long Closed,2002-12-18,21.6,2003-03-28,22.89,2314.0,49982.401,2985.06,5.972,Exit Trigger,100 days
306,HDFCBANK,Long Closed,2003-05-01,24.7,2003-10-02,28.33,2024.0,49992.802,7347.12,14.696,Exit Trigger,154 days
307,HDFCBANK,Long Closed,2003-10-07,32.0,2004-02-18,37.62,1562.0,49984.0,8778.44,17.562,Exit Trigger,134 days
308,HDFCBANK,Long Closed,2004-03-01,37.69,2004-04-02,38.7,1326.0,49976.938,1339.26,2.68,Exit Trigger,32 days
309,HDFCBANK,Long Closed,2004-04-16,38.39,2004-05-18,28.0,1302.0,49983.779,-13527.78,-27.064,Exit Trigger,32 days
310,HDFCBANK,Long Closed,2004-07-01,37.0,2004-08-23,36.1,1351.0,49987.0,-1215.9,-2.432,Exit Trigger,53 days
311,HDFCBANK,Long Closed,2004-09-07,37.98,2005-04-07,56.0,1316.0,49981.679,23714.32,47.446,Exit Trigger,212 days
312,HDFCBANK,Long Closed,2005-06-09,58.8,2005-09-06,64.1,850.0,49979.999,4505.0,9.014,Exit Trigger,89 days
313,HDFCBANK,Long Closed,2005-09-21,73.03,2005-10-28,62.2,684.0,49952.519,-7407.72,-14.83,Exit Trigger,37 days
314,HDFCBANK,Long Closed,2005-12-05,70.0,2006-06-05,76.3,714.0,49980.0,4498.2,9.0,Exit Trigger,182 days
315,HDFCBANK,Long Closed,2006-07-21,71.5,2007-01-05,105.47,699.0,49978.5,23745.03,47.51,Exit Trigger,168 days
316,HDFCBANK,Long Closed,2007-02-08,110.99,2007-03-01,96.0,450.0,49945.499,-6745.5,-13.506,Exit Trigger,21 days
317,HDFCBANK,Long Closed,2007-04-27,98.53,2007-08-24,109.87,507.0,49952.176,5749.38,11.51,Exit Trigger,119 days
318,HDFCBANK,Long Closed,2007-09-19,127.1,2008-01-25,154.4,393.0,49950.299,10728.9,21.479,Exit Trigger,128 days
319,HDFCBANK,Long Closed,2008-05-05,154.0,2008-06-05,122.0,324.0,49896.0,-10368.0,-20.779,Exit Trigger,31 days
320,HDFCBANK,Long Closed,2008-08-12,131.2,2008-10-14,122.5,381.0,49987.199,-3314.7,-6.631,Exit Trigger,63 days
321,HDFCBANK,Long Closed,2009-01-06,104.42,2009-02-05,89.5,478.0,49910.37,-7131.76,-14.289,Exit Trigger,30 days
322,HDFCBANK,Long Closed,2009-04-08,106.5,2009-07-27,145.7,469.0,49948.5,18384.8,36.808,Exit Trigger,110 days
323,HDFCBANK,Long Closed,2009-09-07,146.01,2010-01-08,171.2,342.0,49933.712,8614.98,17.253,Exit Trigger,123 days
324,HDFCBANK,Long Closed,2010-03-10,181.2,2010-05-27,181.5,275.0,49829.999,82.5,0.166,Exit Trigger,78 days
325,HDFCBANK,Long Closed,2010-06-24,199.71,2010-11-10,240.0,250.0,49926.25,10072.5,20.175,Exit Trigger,139 days
326,HDFCBANK,Long Closed,2011-03-14,217.2,2011-05-24,225.4,230.0,49955.999,1886.0,3.775,Exit Trigger,71 days
327,HDFCBANK,Long Closed,2011-06-14,237.8,2011-08-17,228.02,210.0,49938.001,-2053.8,-4.113,Exit Trigger,64 days
328,HDFCBANK,Long Closed,2011-10-31,241.5,2011-11-25,213.88,207.0,49990.5,-5717.34,-11.437,Exit Trigger,25 days
329,HDFCBANK,Long Closed,2012-01-19,243.0,2012-04-16,264.45,205.0,49815.0,4397.25,8.827,Exit Trigger,88 days
330,HDFCBANK,Long Closed,2012-04-18,266.5,2012-05-23,245.0,187.0,49835.5,-4020.5,-8.068,Exit Trigger,35 days
331,HDFCBANK,Long Closed,2012-06-25,272.7,2013-01-22,329.25,183.0,49904.102,10348.65,20.737,Exit Trigger,211 days
332,HDFCBANK,Long Closed,2013-04-29,344.12,2013-06-21,318.4,145.0,49898.125,-3729.4,-7.474,Exit Trigger,53 days
333,HDFCBANK,Long Closed,2013-09-30,303.0,2014-01-14,334.52,165.0,49995.0,5200.8,10.403,Exit Trigger,106 days
